Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Gmi-ABas_010-Ex1-b-cssl.clmp.fp2_r1_screen	31530.0	166132.0	6131.0	2278.0	1803.0	331.0	247.0	163.0	11.0	0.0	0.0	151499.0	2765958.0
Gmi-ABas_010-Ex1-b-cssl.clmp.fp2_r2_screen	31646.0	163986.0	6091.0	2232.0	1747.0	336.0	258.0	181.0	0.0	0.0	0.0	148334.0	2771272.0
Gmi-ABas_011-Ex1-b-cssl.clmp.fp2_r1_screen	22431.0	224933.0	3006.0	1630.0	529.0	171.0	129.0	239.0	2.0	0.0	0.0	151446.0	1770301.0
Gmi-ABas_011-Ex1-b-cssl.clmp.fp2_r2_screen	22419.0	221837.0	3004.0	1633.0	511.0	173.0	97.0	247.0	2.0	0.0	0.0	145242.0	1779652.0
Gmi-ABas_012-Ex1-b-cssl.clmp.fp2_r1_screen	30591.0	232860.0	8602.0	2044.0	1576.0	277.0	232.0	211.0	4.0	0.0	0.0	189571.0	2567677.0
Gmi-ABas_012-Ex1-b-cssl.clmp.fp2_r2_screen	30460.0	229240.0	8608.0	2070.0	1526.0	284.0	192.0	212.0	2.0	0.0	0.0	184880.0	2576171.0
Gmi-ABas_013-Ex1-b-cssl.clmp.fp2_r1_screen	21118.0	116342.0	10153.0	1383.0	719.0	190.0	152.0	168.0	2.0	1.0	0.0	112781.0	1711526.0
Gmi-ABas_013-Ex1-b-cssl.clmp.fp2_r2_screen	21054.0	113557.0	10023.0	1324.0	720.0	182.0	148.0	165.0	4.0	1.0	0.0	108920.0	1718437.0
Gmi-ABas_014-Ex1-b-cssl.clmp.fp2_r1_screen	3098.0	16605.0	845.0	222.0	144.0	28.0	17.0	33.0	0.0	0.0	0.0	19430.0	305655.0
Gmi-ABas_014-Ex1-b-cssl.clmp.fp2_r2_screen	3022.0	16535.0	831.0	254.0	165.0	27.0	19.0	33.0	1.0	0.0	0.0	19016.0	306174.0
Gmi-ABas_015-Ex1-b-cssl.clmp.fp2_r1_screen	25775.0	104577.0	2669.0	1787.0	900.0	304.0	217.0	124.0	1.0	0.0	0.0	129327.0	2575817.0
Gmi-ABas_015-Ex1-b-cssl.clmp.fp2_r2_screen	25648.0	102795.0	2854.0	1744.0	891.0	272.0	172.0	136.0	0.0	0.0	0.0	126906.0	2580080.0
Gmi-ABas_016-Ex1-b-cssl.clmp.fp2_r1_screen	34414.0	232199.0	4791.0	2256.0	907.0	276.0	216.0	232.0	1.0	0.0	0.0	194642.0	2768753.0
Gmi-ABas_016-Ex1-b-cssl.clmp.fp2_r2_screen	33866.0	228674.0	4791.0	2248.0	890.0	253.0	216.0	243.0	1.0	0.0	0.0	187417.0	2780088.0
Gmi-ABas_017-Ex1-b-cssl2.clmp.fp2_r1_screen	24984.0	74494.0	10602.0	2062.0	1055.0	286.0	222.0	151.0	1.0	0.0	0.0	126010.0	2440207.0
Gmi-ABas_017-Ex1-b-cssl2.clmp.fp2_r2_screen	25208.0	73587.0	10452.0	2190.0	1075.0	263.0	240.0	103.0	1.0	0.0	0.0	124872.0	2442083.0
Gmi-ABas_018-Ex1-b-cssl2.clmp.fp2_r1_screen	30386.0	23039.0	3459.0	2291.0	1600.0	451.0	357.0	147.0	3.0	0.0	0.0	123195.0	2992512.0
Gmi-ABas_018-Ex1-b-cssl2.clmp.fp2_r2_screen	30406.0	22473.0	3490.0	2313.0	1670.0	424.0	324.0	157.0	3.0	0.0	0.0	122397.0	2993783.0
Gmi-ABas_019-Ex1-b-cssl2.clmp.fp2_r1_screen	23229.0	48694.0	3590.0	1822.0	1104.0	311.0	249.0	130.0	2.0	0.0	0.0	101539.0	2221851.0
Gmi-ABas_019-Ex1-b-cssl2.clmp.fp2_r2_screen	23440.0	47990.0	3568.0	1875.0	1124.0	310.0	209.0	132.0	3.0	0.0	0.0	100578.0	2223292.0
Gmi-ABas_022-Ex1-b-cssl2.clmp.fp2_r1_screen	32230.0	37778.0	5627.0	2388.0	1314.0	404.0	310.0	109.0	4.0	0.0	0.0	123941.0	2766847.0
Gmi-ABas_022-Ex1-b-cssl2.clmp.fp2_r2_screen	32386.0	37022.0	5627.0	2454.0	1230.0	387.0	305.0	123.0	0.0	0.0	0.0	123680.0	2767738.0
Gmi-ABas_024-Ex1-b-cssl.clmp.fp2_r1_screen	24073.0	123204.0	96086.0	1639.0	800.0	239.0	172.0	171.0	1.0	0.0	0.0	160361.0	2217421.0
Gmi-ABas_024-Ex1-b-cssl.clmp.fp2_r2_screen	24134.0	120837.0	95978.0	1755.0	839.0	245.0	189.0	184.0	3.0	0.0	0.0	157859.0	2222144.0
Gmi-ABas_025-Ex1-b-cssl.clmp.fp2_r1_screen	17330.0	36207.0	2937.0	1490.0	834.0	204.0	133.0	120.0	0.0	0.0	0.0	99193.0	1771490.0
Gmi-ABas_025-Ex1-b-cssl.clmp.fp2_r2_screen	17354.0	35706.0	3038.0	1559.0	816.0	212.0	152.0	96.0	0.0	0.0	0.0	98164.0	1772841.0
Gmi-ABas_026-Ex1-b-cssl.clmp.fp2_r1_screen	25439.0	49045.0	3114.0	2700.0	868.0	235.0	148.0	172.0	3.0	0.0	0.0	198862.0	2425154.0
Gmi-ABas_026-Ex1-b-cssl.clmp.fp2_r2_screen	25601.0	48067.0	3102.0	2736.0	921.0	227.0	138.0	153.0	3.0	0.0	0.0	196120.0	2428672.0
Gmi-ABas_027-Ex1-b-cssl.clmp.fp2_r1_screen	26051.0	29699.0	2594.0	2914.0	995.0	263.0	149.0	153.0	5.0	0.0	0.0	222204.0	2629357.0
Gmi-ABas_027-Ex1-b-cssl.clmp.fp2_r2_screen	26045.0	29085.0	2530.0	2921.0	969.0	247.0	117.0	131.0	0.0	0.0	0.0	219776.0	2632563.0
Gmi-ABas_028-Ex1-b-cssl2.clmp.fp2_r1_screen	35583.0	28423.0	4017.0	3142.0	1046.0	329.0	183.0	171.0	2.0	0.0	0.0	239702.0	2531780.0
Gmi-ABas_028-Ex1-b-cssl2.clmp.fp2_r2_screen	35419.0	28385.0	3994.0	3089.0	1008.0	337.0	163.0	175.0	1.0	0.0	0.0	237467.0	2534340.0
Gmi-ABas_029-Ex1-b-cssl.clmp.fp2_r1_screen	18248.0	79140.0	6762.0	1527.0	699.0	177.0	102.0	164.0	0.0	0.0	0.0	170916.0	2213155.0
Gmi-ABas_029-Ex1-b-cssl.clmp.fp2_r2_screen	18279.0	77676.0	6803.0	1565.0	721.0	188.0	113.0	179.0	2.0	0.0	0.0	168223.0	2217141.0
Gmi-ABas_030-Ex1-b-cssl2.clmp.fp2_r1_screen	20503.0	107313.0	2860.0	1640.0	766.0	166.0	100.0	138.0	1.0	0.0	0.0	201192.0	2020553.0
Gmi-ABas_030-Ex1-b-cssl2.clmp.fp2_r2_screen	20463.0	105712.0	2867.0	1652.0	741.0	177.0	105.0	185.0	0.0	0.0	0.0	197124.0	2026206.0
Gmi-ABas_031-Ex1-b-cssl.clmp.fp2_r1_screen	19501.0	65110.0	3298.0	1609.0	695.0	179.0	121.0	131.0	3.0	0.0	0.0	185740.0	2254628.0
Gmi-ABas_031-Ex1-b-cssl.clmp.fp2_r2_screen	19433.0	64117.0	3247.0	1628.0	659.0	197.0	86.0	153.0	2.0	0.0	0.0	183069.0	2258424.0
Gmi-ABas_032-Ex1-b-cssl.clmp.fp2_r1_screen	21717.0	63688.0	3140.0	1611.0	939.0	275.0	136.0	147.0	1.0	0.0	0.0	210670.0	2104710.0
Gmi-ABas_032-Ex1-b-cssl.clmp.fp2_r2_screen	21691.0	62819.0	3061.0	1670.0	865.0	260.0	141.0	158.0	4.0	0.0	0.0	209489.0	2106876.0
Gmi-ABas_033-Ex1-b-cssl2.clmp.fp2_r1_screen	21387.0	50199.0	3695.0	1531.0	955.0	319.0	151.0	222.0	3.0	0.0	0.0	228859.0	2120168.0
Gmi-ABas_033-Ex1-b-cssl2.clmp.fp2_r2_screen	21395.0	49657.0	3697.0	1577.0	960.0	253.0	144.0	190.0	3.0	0.0	0.0	227017.0	2122596.0
Gmi-ABas_034-Ex1-b-cssl2.clmp.fp2_r1_screen	19317.0	19047.0	1973.0	1741.0	543.0	267.0	136.0	99.0	0.0	0.0	0.0	157352.0	1834801.0
Gmi-ABas_034-Ex1-b-cssl2.clmp.fp2_r2_screen	19294.0	19028.0	1863.0	1713.0	498.0	218.0	131.0	97.0	3.0	0.0	0.0	156409.0	1836022.0
Gmi-ABas_035-Ex1-b-cssl2.clmp.fp2_r1_screen	27920.0	182847.0	22919.0	3727.0	1038.0	279.0	121.0	315.0	4.0	0.0	0.0	273716.0	2397928.0
Gmi-ABas_035-Ex1-b-cssl2.clmp.fp2_r2_screen	27855.0	179926.0	22860.0	3703.0	989.0	226.0	135.0	303.0	3.0	0.0	0.0	267571.0	2407243.0
Gmi-ABas_036-Ex1-b-cssl.clmp.fp2_r1_screen	20284.0	48543.0	2436.0	1272.0	719.0	322.0	144.0	137.0	7.0	0.0	0.0	174312.0	2546591.0
Gmi-ABas_036-Ex1-b-cssl.clmp.fp2_r2_screen	19987.0	48100.0	2426.0	1255.0	746.0	273.0	150.0	125.0	2.0	0.0	0.0	173155.0	2548548.0
Gmi-ABas_037-Ex1-b-cssl.clmp.fp2_r1_screen	27316.0	17131.0	3118.0	1892.0	1665.0	457.0	239.0	281.0	5.0	0.0	0.0	290093.0	3055982.0
Gmi-ABas_037-Ex1-b-cssl.clmp.fp2_r2_screen	27881.0	16981.0	3192.0	1842.0	1634.0	426.0	249.0	245.0	2.0	0.0	0.0	288726.0	3057001.0
Gmi-ABas_038-Ex1-b-cssl.clmp.fp2_r1_screen	27615.0	92276.0	3570.0	2717.0	746.0	317.0	170.0	194.0	2.0	0.0	0.0	228077.0	2405835.0
Gmi-ABas_038-Ex1-b-cssl.clmp.fp2_r2_screen	27670.0	91073.0	3575.0	2763.0	737.0	315.0	139.0	163.0	3.0	0.0	0.0	225380.0	2409701.0
Gmi-ABas_039-Ex1-b-cssl.clmp.fp2_r1_screen	19492.0	91916.0	3329.0	1394.0	615.0	274.0	134.0	165.0	3.0	0.0	0.0	190421.0	1923893.0
Gmi-ABas_039-Ex1-b-cssl.clmp.fp2_r2_screen	19477.0	90750.0	3359.0	1339.0	572.0	263.0	155.0	151.0	4.0	0.0	0.0	187433.0	1928133.0
Gmi-ABas_040-Ex1-b-cssl.clmp.fp2_r1_screen	18585.0	45853.0	3350.0	1378.0	1096.0	263.0	136.0	232.0	19.0	0.0	0.0	191723.0	2442148.0
Gmi-ABas_040-Ex1-b-cssl.clmp.fp2_r2_screen	18631.0	45082.0	3334.0	1368.0	1102.0	292.0	148.0	189.0	2.0	0.0	0.0	190323.0	2444312.0
Gmi-ABas_041-Ex1-b-cssl.clmp.fp2_r1_screen	27136.0	66991.0	3737.0	2293.0	1483.0	420.0	179.0	263.0	10.0	0.0	0.0	289899.0	2800513.0
Gmi-ABas_041-Ex1-b-cssl.clmp.fp2_r2_screen	27621.0	65846.0	3752.0	2108.0	1461.0	397.0	173.0	279.0	3.0	0.0	0.0	287578.0	2803706.0
Gmi-ABas_042-Ex1-b-cssl.clmp.fp2_r1_screen	22794.0	15839.0	2176.0	1848.0	689.0	271.0	135.0	91.0	8.0	0.0	0.0	164927.0	2139680.0
Gmi-ABas_042-Ex1-b-cssl.clmp.fp2_r2_screen	22761.0	15829.0	2168.0	1844.0	689.0	280.0	158.0	107.0	4.0	0.0	0.0	163764.0	2140854.0
Gmi-ABas_043-Ex1-b-cssl.clmp.fp2_r1_screen	20673.0	57339.0	3893.0	1568.0	955.0	272.0	150.0	183.0	13.0	0.0	0.0	210241.0	2252479.0
Gmi-ABas_043-Ex1-b-cssl.clmp.fp2_r2_screen	20648.0	56358.0	3878.0	1544.0	954.0	268.0	123.0	178.0	1.0	0.0	0.0	208277.0	2255537.0
Gmi-ABas_045-Ex1-b-cssl2.clmp.fp2_r1_screen	11206.0	7325.0	1586.0	1090.0	503.0	115.0	89.0	52.0	42.0	0.0	0.0	85618.0	7418636.0
Gmi-ABas_045-Ex1-b-cssl2.clmp.fp2_r2_screen	12119.0	7226.0	1558.0	1083.0	518.0	147.0	122.0	56.0	3.0	0.0	0.0	85547.0	7417883.0
Gmi-ABas_046-Ex1-b-cssl.clmp.fp2_r1_screen	31721.0	48590.0	6364.0	2952.0	1019.0	398.0	222.0	238.0	18.0	0.0	0.0	259302.0	2999930.0
Gmi-ABas_046-Ex1-b-cssl.clmp.fp2_r2_screen	31634.0	48180.0	6353.0	2966.0	972.0	391.0	204.0	214.0	5.0	0.0	0.0	257560.0	3002275.0
Gmi-ABas_047-Ex1-b-cssl2.clmp.fp2_r1_screen	29131.0	12547.0	2976.0	2461.0	1152.0	343.0	216.0	182.0	11.0	0.0	0.0	213515.0	2278935.0
Gmi-ABas_047-Ex1-b-cssl2.clmp.fp2_r2_screen	29298.0	12555.0	3006.0	2557.0	1043.0	326.0	201.0	159.0	3.0	0.0	0.0	212116.0	2280205.0
Gmi-ABas_048-Ex1-b-cssl.clmp.fp2_r1_screen	27209.0	101657.0	3365.0	2049.0	698.0	291.0	141.0	149.0	16.0	0.0	0.0	225653.0	2354768.0
Gmi-ABas_048-Ex1-b-cssl.clmp.fp2_r2_screen	27008.0	100324.0	3362.0	2090.0	750.0	301.0	135.0	154.0	2.0	0.0	0.0	222485.0	2359385.0
Gmi-ABas_049-Ex1-b-cssl2.clmp.fp2_r1_screen	15474.0	10126.0	2095.0	1462.0	722.0	205.0	166.0	81.0	56.0	0.0	0.0	121014.0	9491924.0
Gmi-ABas_049-Ex1-b-cssl2.clmp.fp2_r2_screen	18019.0	10094.0	2042.0	1592.0	708.0	223.0	161.0	83.0	3.0	0.0	0.0	121369.0	9489031.0
Gmi-ABas_050-Ex1-b-cssl.clmp.fp2_r1_screen	39366.0	76875.0	6464.0	3501.0	2158.0	494.0	211.0	368.0	28.0	0.0	0.0	356165.0	3537813.0
Gmi-ABas_050-Ex1-b-cssl.clmp.fp2_r2_screen	39560.0	75282.0	6388.0	3559.0	2063.0	412.0	184.0	332.0	2.0	0.0	0.0	351008.0	3544653.0
Gmi-ABas_051-Ex1-b-cssl.clmp.fp2_r1_screen	29769.0	90369.0	3832.0	2033.0	1473.0	378.0	246.0	242.0	32.0	0.0	0.0	290770.0	3306580.0
Gmi-ABas_051-Ex1-b-cssl.clmp.fp2_r2_screen	29614.0	88397.0	3924.0	2083.0	1431.0	384.0	230.0	237.0	3.0	0.0	0.0	286508.0	3312913.0
Gmi-ABas_052-Ex1-b-cssl.clmp.fp2_r1_screen	36179.0	43530.0	3576.0	3405.0	979.0	457.0	234.0	209.0	21.0	0.0	0.0	307692.0	3477440.0
Gmi-ABas_052-Ex1-b-cssl.clmp.fp2_r2_screen	36118.0	42549.0	3598.0	3368.0	1018.0	438.0	202.0	197.0	6.0	0.0	0.0	305302.0	3480926.0
Gmi-ABas_053-Ex1-b-cssl.clmp.fp2_r1_screen	40008.0	14946.0	3514.0	3486.0	1343.0	510.0	265.0	211.0	32.0	0.0	0.0	377908.0	4532163.0
Gmi-ABas_053-Ex1-b-cssl.clmp.fp2_r2_screen	40467.0	14758.0	3544.0	3476.0	1327.0	493.0	275.0	193.0	6.0	0.0	0.0	374700.0	4535147.0
Gmi-ABas_055-Ex1-b-cssl2.clmp.fp2_r1_screen	52663.0	64578.0	4977.0	4299.0	1239.0	544.0	244.0	284.0	45.0	0.0	0.0	320718.0	3626476.0
Gmi-ABas_055-Ex1-b-cssl2.clmp.fp2_r2_screen	52279.0	63438.0	4858.0	4295.0	1173.0	569.0	229.0	237.0	5.0	0.0	0.0	318024.0	3630960.0
Gmi-ABas_056-Ex1-b-cssl.clmp.fp2_r1_screen	32764.0	25003.0	2928.0	2500.0	1290.0	497.0	216.0	208.0	31.0	0.0	0.0	288614.0	3361068.0
Gmi-ABas_056-Ex1-b-cssl.clmp.fp2_r2_screen	32723.0	24245.0	2887.0	2489.0	1246.0	445.0	239.0	187.0	3.0	0.0	0.0	286615.0	3364040.0
Gmi-ABas_057-Ex1-b-cssl.clmp.fp2_r1_screen	35456.0	110063.0	4534.0	2358.0	1321.0	396.0	233.0	322.0	20.0	0.0	0.0	350087.0	3498297.0
Gmi-ABas_057-Ex1-b-cssl.clmp.fp2_r2_screen	35278.0	107784.0	4506.0	2426.0	1226.0	402.0	217.0	308.0	5.0	0.0	0.0	345032.0	3505903.0
Gmi-ABas_058-Ex1-b-cssl2.clmp.fp2_r1_screen	23098.0	17545.0	2829.0	1489.0	1457.0	337.0	185.0	212.0	3.0	0.0	0.0	247613.0	2288644.0
Gmi-ABas_058-Ex1-b-cssl2.clmp.fp2_r2_screen	23481.0	17342.0	2752.0	1519.0	1421.0	300.0	192.0	213.0	2.0	0.0	0.0	245479.0	2290711.0
Gmi-ABas_059-Ex1-b-cssl2.clmp.fp2_r1_screen	25227.0	9729.0	2684.0	1989.0	1708.0	332.0	204.0	207.0	3.0	0.0	0.0	250139.0	2340404.0
Gmi-ABas_059-Ex1-b-cssl2.clmp.fp2_r2_screen	25327.0	9416.0	2588.0	1940.0	1571.0	338.0	201.0	235.0	7.0	0.0	0.0	248230.0	2342773.0
Gmi-ABas_060-Ex1-b-cssl2.clmp.fp2_r1_screen	21599.0	5926.0	2135.0	1901.0	767.0	312.0	173.0	105.0	9.0	0.0	0.0	204138.0	2608846.0
Gmi-ABas_060-Ex1-b-cssl2.clmp.fp2_r2_screen	21826.0	5745.0	2010.0	1923.0	718.0	285.0	138.0	89.0	4.0	0.0	0.0	202904.0	2610269.0
Gmi-ABas_061-Ex1-b-cssl.clmp.fp2_r1_screen	27684.0	26284.0	2803.0	2799.0	907.0	325.0	173.0	155.0	2.0	0.0	0.0	236272.0	2240166.0
Gmi-ABas_061-Ex1-b-cssl.clmp.fp2_r2_screen	27657.0	25739.0	2749.0	2731.0	889.0	302.0	157.0	149.0	4.0	0.0	0.0	233982.0	2243211.0
Gmi-AHam_001-Ex1-cssl2.clmp.fp2_r1_screen	34650.0	92984.0	48483.0	2755.0	1692.0	450.0	279.0	233.0	7.0	0.0	0.0	311530.0	3208607.0
Gmi-AHam_001-Ex1-cssl2.clmp.fp2_r2_screen	35161.0	96327.0	48463.0	2721.0	1703.0	453.0	279.0	227.0	3.0	0.0	0.0	305875.0	3210458.0
Gmi-AHam_002-Ex1-cssl2.clmp.fp2_r1_screen	39166.0	83380.0	17370.0	3330.0	2490.0	406.0	247.0	746.0	13.0	0.0	0.0	233315.0	4074602.0
Gmi-AHam_002-Ex1-cssl2.clmp.fp2_r2_screen	39237.0	82381.0	17280.0	3362.0	2418.0	381.0	234.0	743.0	9.0	0.0	0.0	229517.0	4079503.0
Gmi-AHam_005-Ex1-cssl.clmp.fp2_r1_screen	55223.0	210688.0	11493.0	4423.0	2796.0	522.0	355.0	875.0	10.0	0.0	0.0	299640.0	3992289.0
Gmi-AHam_005-Ex1-cssl.clmp.fp2_r2_screen	55281.0	208594.0	11486.0	4475.0	2822.0	485.0	349.0	883.0	3.0	0.0	0.0	293406.0	4000530.0
Gmi-AHam_006-Ex1-cssl.clmp.fp2_r1_screen	20254.0	75246.0	10486.0	1565.0	881.0	139.0	116.0	466.0	4.0	0.0	0.0	118917.0	8095781.0
Gmi-AHam_006-Ex1-cssl.clmp.fp2_r2_screen	20924.0	74579.0	10528.0	1537.0	886.0	182.0	116.0	467.0	2.0	0.0	0.0	117188.0	8097446.0
Gmi-AHam_007-Ex1-cssl.clmp.fp2_r1_screen	26171.0	104743.0	5514.0	2252.0	1425.0	355.0	177.0	268.0	35.0	0.0	0.0	235803.0	12935728.0
Gmi-AHam_007-Ex1-cssl.clmp.fp2_r2_screen	25855.0	102784.0	5405.0	2319.0	1359.0	337.0	187.0	289.0	5.0	0.0	0.0	232878.0	12941053.0
Gmi-AHam_008-Ex1-cssl.clmp.fp2_r1_screen	41767.0	24310.0	11122.0	3427.0	2167.0	587.0	472.0	397.0	30.0	0.0	0.0	193248.0	9194373.0
Gmi-AHam_008-Ex1-cssl.clmp.fp2_r2_screen	42022.0	24100.0	10961.0	3438.0	2103.0	629.0	418.0	402.0	8.0	0.0	0.0	192499.0	9195320.0
Gmi-AHam_009-Ex1-cssl.clmp.fp2_r1_screen	50094.0	36449.0	18518.0	3993.0	2366.0	723.0	559.0	498.0	38.0	0.0	0.0	232078.0	7484977.0
Gmi-AHam_009-Ex1-cssl.clmp.fp2_r2_screen	51289.0	35925.0	18563.0	3924.0	2241.0	726.0	574.0	525.0	7.0	0.0	0.0	231542.0	7484977.0
Gmi-AHam_012-Ex1-cssl.clmp.fp2_r1_screen	77128.0	47569.0	14313.0	6300.0	3896.0	996.0	513.0	659.0	10.0	0.0	0.0	317813.0	6167250.0
Gmi-AHam_012-Ex1-cssl.clmp.fp2_r2_screen	77872.0	47227.0	14451.0	6362.0	3931.0	1028.0	549.0	634.0	12.0	0.0	0.0	317131.0	6167250.0
Gmi-AHam_013-Ex1-cssl2.clmp.fp2_r1_screen	41004.0	33924.0	6335.0	3404.0	2036.0	600.0	320.0	284.0	20.0	0.0	0.0	227692.0	3580902.0
Gmi-AHam_013-Ex1-cssl2.clmp.fp2_r2_screen	41311.0	33357.0	6322.0	3435.0	2018.0	546.0	289.0	297.0	2.0	0.0	0.0	225704.0	3583240.0
Gmi-AHam_015-Ex1-cssl2.clmp.fp2_r1_screen	26029.0	257953.0	280552.0	6501.0	317.0	156.0	53.0	1193.0	22.0	0.0	0.0	218588.0	2646359.0
Gmi-AHam_015-Ex1-cssl2.clmp.fp2_r2_screen	26353.0	253649.0	280213.0	6387.0	294.0	150.0	57.0	1174.0	19.0	0.0	0.0	211036.0	2658391.0
Gmi-AHam_016-Ex1-cssl2.clmp.fp2_r1_screen	14068.0	9194.0	50969.0	1238.0	959.0	195.0	142.0	91.0	1.0	0.0	0.0	110485.0	5242834.0
Gmi-AHam_016-Ex1-cssl2.clmp.fp2_r2_screen	13968.0	9224.0	50870.0	1256.0	936.0	237.0	168.0	98.0	1.0	0.0	0.0	110041.0	5243377.0
Gmi-AHam_019-Ex1-cssl.clmp.fp2_r1_screen	63154.0	29660.0	25592.0	4907.0	2818.0	818.0	546.0	482.0	19.0	0.0	0.0	239758.0	5405453.0
Gmi-AHam_019-Ex1-cssl.clmp.fp2_r2_screen	63395.0	29324.0	25799.0	4743.0	2754.0	894.0	566.0	525.0	2.0	0.0	0.0	239752.0	5405453.0
Gmi-AHam_020-Ex1-cssl.clmp.fp2_r1_screen	68002.0	11264.0	12380.0	5396.0	3531.0	1093.0	581.0	279.0	29.0	0.0	0.0	258578.0	6664798.0
Gmi-AHam_020-Ex1-cssl.clmp.fp2_r2_screen	68365.0	11194.0	12378.0	5464.0	3406.0	1034.0	541.0	297.0	10.0	0.0	0.0	259147.0	6664095.0
Gmi-AHam_021-Ex1-cssl.clmp.fp2_r1_screen	72316.0	38383.0	29168.0	12841.0	3536.0	1079.0	613.0	538.0	21.0	0.0	0.0	291899.0	6500130.0
Gmi-AHam_021-Ex1-cssl.clmp.fp2_r2_screen	73009.0	37920.0	29060.0	12799.0	3482.0	1084.0	648.0	514.0	6.0	0.0	0.0	290482.0	6501520.0
Gmi-AHam_022-Ex1-cssl.clmp.fp2_r1_screen	47463.0	41524.0	11781.0	3542.0	2084.0	645.0	368.0	418.0	8.0	0.0	0.0	194782.0	4317448.0
Gmi-AHam_022-Ex1-cssl.clmp.fp2_r2_screen	47628.0	40846.0	11614.0	3632.0	2074.0	704.0	376.0	403.0	4.0	0.0	0.0	194410.0	4318372.0
Gmi-AHam_023-Ex1-cssl.clmp.fp2_r1_screen	60947.0	200692.0	17696.0	4788.0	2964.0	594.0	352.0	1173.0	8.0	0.0	0.0	317638.0	4707081.0
Gmi-AHam_023-Ex1-cssl.clmp.fp2_r2_screen	61108.0	198229.0	17807.0	4923.0	2841.0	597.0	318.0	1127.0	11.0	0.0	0.0	312983.0	4713989.0
Gmi-AHam_024-Ex1-cssl.clmp.fp2_r1_screen	37179.0	26011.0	8860.0	2989.0	1887.0	544.0	403.0	391.0	8.0	0.0	0.0	206913.0	9863725.0
Gmi-AHam_024-Ex1-cssl.clmp.fp2_r2_screen	37291.0	25433.0	8798.0	2905.0	1816.0	560.0	388.0	367.0	7.0	0.0	0.0	206605.0	9864740.0
Gmi-AHam_025-Ex1-cssl.clmp.fp2_r1_screen	42495.0	15061.0	8874.0	3050.0	1907.0	649.0	396.0	284.0	10.0	0.0	0.0	156994.0	3865109.0
Gmi-AHam_025-Ex1-cssl.clmp.fp2_r2_screen	42287.0	14964.0	8892.0	3060.0	1854.0	656.0	358.0	258.0	7.0	0.0	0.0	156975.0	3865518.0
Gmi-AHam_034-Ex1-cssl.clmp.fp2_r1_screen	30597.0	184683.0	27336.0	2030.0	1463.0	242.0	190.0	885.0	6.0	0.0	0.0	244110.0	9378769.0
Gmi-AHam_034-Ex1-cssl.clmp.fp2_r2_screen	30350.0	181305.0	27183.0	2056.0	1530.0	268.0	167.0	886.0	6.0	0.0	0.0	237921.0	9388639.0
Gmi-AHam_036-Ex1-cssl.clmp.fp2_r1_screen	33239.0	26763.0	9645.0	2815.0	1782.0	464.0	394.0	341.0	2.0	0.0	0.0	169851.0	6606530.0
Gmi-AHam_036-Ex1-cssl.clmp.fp2_r2_screen	33287.0	26382.0	9591.0	2826.0	1776.0	469.0	399.0	370.0	1.0	0.0	0.0	168825.0	6607900.0
