Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Viruses	Plant	Coral	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
GmC02011_CKDL210018111-1a-AK9142-7UDI298_HH72GDSX2_L1_clmp_fp2_r2_screen	2429.0	91815.0	11327.0	8695.0	11527.0	1851.0	1206.0	1574.0	22.0	0.0	0.0	596421.0	6751188.0
GmC02012_CKDL210018111-1a-AK6260-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	26.0	341.0	32.0	36.0	62.0	4.0	6.0	4.0	0.0	0.0	0.0	2589.0	24528.0
GmC02012_CKDL210018111-1a-AK6260-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	18.0	369.0	22.0	44.0	51.0	16.0	6.0	3.0	0.0	0.0	0.0	2546.0	24553.0
GmC02013_CKDL210018111-1a-AK6881-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	108.0	1683.0	176.0	149.0	221.0	34.0	18.0	18.0	0.0	0.0	0.0	11088.0	119065.0
GmC02013_CKDL210018111-1a-AK6881-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	110.0	1715.0	187.0	166.0	226.0	32.0	27.0	18.0	0.0	0.0	0.0	11014.0	119065.0
GmC02014_CKDL210018111-1a-AK9142-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	66.0	2504.0	357.0	235.0	334.0	28.0	40.0	35.0	0.0	0.0	0.0	14451.0	206444.0
GmC02014_CKDL210018111-1a-AK9142-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	73.0	2541.0	332.0	275.0	341.0	30.0	33.0	25.0	0.0	0.0	0.0	14422.0	206422.0
GmC02015_CKDL210018111-1a-5UDI312-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	29.0	767.0	108.0	66.0	64.0	11.0	10.0	5.0	0.0	0.0	0.0	3773.0	59264.0
GmC02015_CKDL210018111-1a-5UDI312-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	34.0	742.0	106.0	60.0	86.0	7.0	21.0	7.0	0.0	0.0	0.0	3969.0	59065.0
GmC02016_CKDL210018111-1a-AK9142-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	19.0	123.0	9.0	9.0	20.0	1.0	0.0	4.0	0.0	0.0	0.0	754.0	10740.0
GmC02016_CKDL210018111-1a-AK9142-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	12.0	102.0	12.0	10.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	771.0	10751.0
GmC02017_CKDL210018111-1a-AK9142-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	49.0	995.0	96.0	98.0	121.0	9.0	10.0	1.0	0.0	0.0	0.0	6388.0	78722.0
GmC02017_CKDL210018111-1a-AK9142-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	51.0	999.0	123.0	114.0	125.0	8.0	13.0	8.0	0.0	0.0	0.0	6421.0	78627.0
GmC02018_CKDL210018111-1a-AK9142-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	2449.0	85357.0	8323.0	8381.0	9655.0	1025.0	947.0	758.0	4.0	0.0	2.0	489303.0	5178185.0
GmC02018_CKDL210018111-1a-AK9142-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	2472.0	86153.0	8271.0	8985.0	9614.0	1229.0	963.0	703.0	14.0	0.0	0.0	490114.0	5175871.0
GmC02019_CKDL210018111-1a-AK7761-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	14.0	592.0	92.0	46.0	48.0	2.0	6.0	3.0	0.0	0.0	0.0	2902.0	44214.0
GmC02019_CKDL210018111-1a-AK7761-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	13.0	624.0	77.0	56.0	57.0	6.0	7.0	1.0	0.0	0.0	0.0	2921.0	44157.0
GmC02020_CKDL210018111-1a-AK6881-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	1649.0	30043.0	3118.0	2899.0	5462.0	948.0	250.0	730.0	5.0	0.0	0.0	261335.0	1636736.0
GmC02020_CKDL210018111-1a-AK6881-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	1623.0	31152.0	3148.0	2988.0	4990.0	1138.0	261.0	733.0	5.0	0.0	0.0	261956.0	1635181.0
GmC02021_CKDL210018111-1a-AK6260-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	162.0
GmC02021_CKDL210018111-1a-AK6260-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	164.0
GmC02022_CKDL210018111-1a-AK3905-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	1383.0	46233.0	5424.0	4211.0	6704.0	737.0	624.0	502.0	6.0	0.0	0.0	312106.0	3807336.0
GmC02022_CKDL210018111-1a-AK3905-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	1466.0	47214.0	5559.0	4265.0	6686.0	829.0	616.0	508.0	4.0	0.0	0.0	312039.0	3806080.0
GmC02023_CKDL210018111-1a-AK6881-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	21.0	285.0	29.0	26.0	43.0	3.0	3.0	1.0	0.0	0.0	0.0	2420.0	17203.0
GmC02023_CKDL210018111-1a-AK6881-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	26.0	293.0	23.0	24.0	35.0	9.0	5.0	4.0	0.0	0.0	0.0	2424.0	17191.0
GmC02024_CKDL210018111-1a-AK6260-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	109.0
GmC02024_CKDL210018111-1a-AK6260-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	113.0
GmC02025_CKDL210018111-1a-AK7010-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	1536.0	48576.0	4773.0	4650.0	5477.0	609.0	588.0	449.0	9.0	0.0	0.0	287685.0	3154078.0
GmC02025_CKDL210018111-1a-AK7010-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	1580.0	49815.0	4644.0	4830.0	5466.0	689.0	625.0	424.0	6.0	0.0	0.0	290132.0	3150219.0
GmC02026_CKDL210018111-1a-AK9141-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	10.0	172.0	28.0	9.0	40.0	13.0	1.0	2.0	0.0	0.0	0.0	1069.0	12621.0
GmC02026_CKDL210018111-1a-AK9141-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	7.0	165.0	18.0	23.0	26.0	4.0	5.0	2.0	0.0	0.0	0.0	1102.0	12613.0
GmC02027_CKDL210018111-1a-AK7010-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	13.0	302.0	24.0	38.0	58.0	3.0	3.0	7.0	0.0	0.0	0.0	2441.0	20094.0
GmC02027_CKDL210018111-1a-AK7010-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	22.0	335.0	34.0	35.0	56.0	9.0	7.0	10.0	0.0	0.0	0.0	2489.0	19986.0
GmC02029_CKDL210018111-1a-5UDI298-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	13.0	190.0	20.0	21.0	9.0	3.0	2.0	0.0	0.0	0.0	0.0	1256.0	19278.0
GmC02029_CKDL210018111-1a-5UDI298-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	13.0	205.0	30.0	26.0	33.0	4.0	4.0	1.0	0.0	0.0	0.0	1304.0	19172.0
GmC02031_CKDL210018111-1a-AK9141-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	414.0	13368.0	1394.0	1410.0	1438.0	133.0	173.0	121.0	3.0	0.0	0.0	72366.0	913817.0
GmC02031_CKDL210018111-1a-AK9141-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	433.0	13426.0	1402.0	1420.0	1473.0	164.0	162.0	87.0	2.0	0.0	0.0	73557.0	912511.0
GmC02033_CKDL210018111-1a-AK6881-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	29.0	457.0	53.0	34.0	75.0	11.0	7.0	6.0	0.0	0.0	0.0	3316.0	36952.0
GmC02033_CKDL210018111-1a-AK6881-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	37.0	430.0	46.0	50.0	76.0	11.0	5.0	2.0	0.0	0.0	0.0	3372.0	36911.0
GmC02034_CKDL210018111-1a-AK8410-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	672.0	2534.0	241.0	255.0	358.0	56.0	22.0	43.0	0.0	0.0	0.0	17995.0	146846.0
GmC02034_CKDL210018111-1a-AK8410-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	671.0	2675.0	241.0	269.0	325.0	62.0	36.0	32.0	2.0	0.0	0.0	18320.0	146389.0
GmC02035_CKDL210018111-1a-AK6881-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	2118.0	69707.0	9221.0	6244.0	7728.0	751.0	1040.0	720.0	13.0	0.0	0.0	371470.0	5629965.0
GmC02035_CKDL210018111-1a-AK6881-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	2271.0	71397.0	9000.0	6203.0	7510.0	900.0	1063.0	739.0	6.0	0.0	0.0	376022.0	5623866.0
GmC02036_CKDL210018111-1a-AK9141-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	182.0	5535.0	592.0	508.0	906.0	117.0	60.0	83.0	0.0	0.0	0.0	41643.0	398255.0
GmC02036_CKDL210018111-1a-AK9141-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	202.0	5602.0	692.0	559.0	984.0	133.0	61.0	68.0	0.0	0.0	0.0	41683.0	397897.0
GmC02038_CKDL210018111-1a-AK7759-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	84.0	1549.0	148.0	147.0	239.0	19.0	12.0	21.0	1.0	0.0	0.0	10981.0	76968.0
GmC02038_CKDL210018111-1a-AK7759-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	112.0	1508.0	140.0	131.0	212.0	25.0	20.0	43.0	0.0	0.0	0.0	11155.0	76823.0
GmC02039_CKDL210018111-1a-5UDI312-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	85.0	556.0	51.0	54.0	72.0	6.0	5.0	6.0	0.0	0.0	0.0	3085.0	38272.0
GmC02039_CKDL210018111-1a-5UDI312-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	75.0	543.0	66.0	49.0	88.0	3.0	2.0	4.0	0.0	0.0	0.0	3179.0	38183.0
GmC02041_CKDL210018111-1a-AK6881-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	38.0	624.0	76.0	66.0	110.0	15.0	1.0	11.0	0.0	0.0	0.0	4611.0	41934.0
GmC02041_CKDL210018111-1a-AK6881-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	43.0	694.0	92.0	69.0	102.0	6.0	5.0	6.0	0.0	0.0	0.0	4582.0	41887.0
GmC02043_CKDL210018111-1a-5UDI298-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	8.0	129.0	16.0	10.0	13.0	2.0	1.0	3.0	0.0	0.0	0.0	841.0	8909.0
GmC02043_CKDL210018111-1a-5UDI298-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	6.0	135.0	12.0	9.0	20.0	1.0	1.0	1.0	0.0	0.0	0.0	820.0	8927.0
GmC02044_CKDL210018111-1a-AK3905-7UDI243_HH72GDSX2_L1_clmp_fp2_r1_screen	7178.0	124841.0	10339.0	12953.0	15602.0	1463.0	990.0	813.0	15.0	0.0	0.0	703717.0	6318078.0
GmC02044_CKDL210018111-1a-AK3905-7UDI243_HH72GDSX2_L1_clmp_fp2_r2_screen	7391.0	124507.0	9644.0	13973.0	15347.0	1855.0	950.0	784.0	5.0	0.0	0.0	705614.0	6315919.0
GmC02048_CKDL210018111-1a-AK7759-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	55.0	628.0	92.0	44.0	170.0	13.0	9.0	5.0	0.0	0.0	0.0	6190.0	40478.0
GmC02048_CKDL210018111-1a-AK7759-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	54.0	716.0	74.0	63.0	121.0	18.0	10.0	12.0	0.0	0.0	0.0	6247.0	40369.0
GmC02049_CKDL210018111-1a-AK8410-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	5583.0	6551.0	738.0	654.0	1075.0	154.0	56.0	94.0	2.0	0.0	0.0	50972.0	461149.0
GmC02049_CKDL210018111-1a-AK8410-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	5557.0	6723.0	716.0	632.0	1144.0	165.0	68.0	94.0	1.0	0.0	0.0	52360.0	459568.0
GmC02050_CKDL210018111-1a-AK3905-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	245.0	5364.0	759.0	457.0	976.0	86.0	75.0	51.0	0.0	0.0	0.0	39971.0	438667.0
GmC02050_CKDL210018111-1a-AK3905-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	250.0	5551.0	725.0	489.0	980.0	129.0	62.0	42.0	0.0	0.0	0.0	40146.0	438277.0
GmC02052_CKDL210018111-1a-AK6881-7UDI298_HH72GDSX2_L1_clmp_fp2_r1_screen	3475.0	64721.0	6713.0	6273.0	13736.0	1887.0	558.0	832.0	9.0	0.0	0.0	556632.0	3687574.0
GmC02052_CKDL210018111-1a-AK6881-7UDI298_HH72GDSX2_L1_clmp_fp2_r2_screen	3498.0	66411.0	7031.0	6602.0	14411.0	2007.0	594.0	894.0	5.0	0.0	0.0	562936.0	3678021.0
GmC02054_CKDL210018111-1a-AK3905-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	26.0	287.0	29.0	33.0	29.0	3.0	0.0	3.0	0.0	0.0	0.0	1634.0	20220.0
GmC02054_CKDL210018111-1a-AK3905-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	37.0	264.0	35.0	27.0	23.0	3.0	2.0	3.0	0.0	0.0	0.0	1621.0	20249.0
GmC02056_CKDL210018111-1a-AK8410-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	11053.0	70516.0	7007.0	7379.0	12824.0	1686.0	559.0	1251.0	15.0	0.0	0.0	574658.0	4345636.0
GmC02056_CKDL210018111-1a-AK8410-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	11166.0	71027.0	7050.0	7840.0	12776.0	1852.0	628.0	1306.0	8.0	0.0	0.0	576818.0	4342113.0
GmC02057_CKDL210018111-1a-AK7010-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	1.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	1144.0
GmC02057_CKDL210018111-1a-AK7010-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	1.0	21.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	1143.0
GmC02059_CKDL210018111-1a-AK8410-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	10115.0	57625.0	6641.0	5340.0	10178.0	1269.0	557.0	959.0	11.0	0.0	0.0	463440.0	3660200.0
GmC02059_CKDL210018111-1a-AK8410-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	10245.0	59503.0	6537.0	5495.0	10143.0	1550.0	543.0	1068.0	2.0	0.0	0.0	467374.0	3653875.0
GmC02063_CKDL210018111-1a-AK6881-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	3233.0	44692.0	5764.0	4329.0	9196.0	1084.0	562.0	583.0	5.0	0.0	0.0	376640.0	3243633.0
GmC02063_CKDL210018111-1a-AK6881-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	3278.0	46027.0	5745.0	4461.0	9679.0	1217.0	541.0	659.0	7.0	0.0	0.0	378163.0	3239944.0
GmC02064_CKDL210018111-1a-AK6260-7UDI298_HH72GDSX2_L1_clmp_fp2_r1_screen	0.0	42.0	8.0	2.0	8.0	2.0	0.0	1.0	0.0	0.0	0.0	428.0	2290.0
GmC02064_CKDL210018111-1a-AK6260-7UDI298_HH72GDSX2_L1_clmp_fp2_r2_screen	2.0	39.0	1.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	415.0	2316.0
GmC02066_CKDL210018111-1a-AK3905-AK4997_HH72GDSX2_L1_clmp_fp2_r1_screen	16.0	189.0	14.0	26.0	33.0	4.0	1.0	2.0	0.0	0.0	0.0	1161.0	12429.0
GmC02066_CKDL210018111-1a-AK3905-AK4997_HH72GDSX2_L1_clmp_fp2_r2_screen	16.0	210.0	20.0	20.0	46.0	9.0	5.0	1.0	0.0	0.0	0.0	1137.0	12411.0
GmC02068_CKDL210018111-1a-AK7759-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	119.0	1050.0	105.0	105.0	211.0	22.0	5.0	10.0	0.0	0.0	0.0	8291.0	63490.0
GmC02068_CKDL210018111-1a-AK7759-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	103.0	1056.0	93.0	106.0	238.0	36.0	9.0	12.0	0.0	0.0	0.0	8676.0	63079.0
GmC02069_CKDL210018111-1a-AK8410-7UDI298_HH72GDSX2_L1_clmp_fp2_r1_screen	2103.0	1159.0	135.0	121.0	116.0	8.0	13.0	22.0	0.0	0.0	0.0	8041.0	82099.0
GmC02069_CKDL210018111-1a-AK8410-7UDI298_HH72GDSX2_L1_clmp_fp2_r2_screen	2066.0	1166.0	110.0	108.0	120.0	18.0	13.0	11.0	0.0	0.0	0.0	8331.0	81874.0
GmC02072_CKDL210018111-1a-AK8410-AK9148_HH72GDSX2_L1_clmp_fp2_r1_screen	7388.0	52682.0	6417.0	4502.0	6211.0	901.0	672.0	603.0	9.0	0.0	0.0	326692.0	3704007.0
GmC02072_CKDL210018111-1a-AK8410-AK9148_HH72GDSX2_L1_clmp_fp2_r2_screen	7318.0	54233.0	6501.0	4777.0	6046.0	1050.0	679.0	663.0	9.0	0.0	0.0	331788.0	3697020.0
GmC02075_CKDL210018111-1a-AK9142-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	11.0	147.0	17.0	19.0	14.0	3.0	1.0	1.0	0.0	0.0	0.0	811.0	13749.0
GmC02075_CKDL210018111-1a-AK9142-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	12.0	143.0	30.0	9.0	15.0	4.0	2.0	1.0	0.0	0.0	0.0	839.0	13718.0
GmC02077_CKDL210018111-1a-AK7761-7UDI298_HH72GDSX2_L1_clmp_fp2_r1_screen	15.0	266.0	36.0	30.0	40.0	5.0	8.0	1.0	0.0	0.0	0.0	1499.0	19156.0
GmC02077_CKDL210018111-1a-AK7761-7UDI298_HH72GDSX2_L1_clmp_fp2_r2_screen	22.0	321.0	24.0	26.0	22.0	8.0	0.0	3.0	0.0	0.0	0.0	1524.0	19106.0
GmC02080_CKDL210018111-1a-AK9141-AK8544_HH72GDSX2_L1_clmp_fp2_r1_screen	1.0	32.0	5.0	6.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	181.0	2339.0
GmC02080_CKDL210018111-1a-AK9141-AK8544_HH72GDSX2_L1_clmp_fp2_r2_screen	2.0	25.0	3.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	2347.0
GmC02082_CKDL210018111-1a-AK3905-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	120.0	2450.0	261.0	256.0	207.0	35.0	20.0	26.0	0.0	0.0	0.0	13040.0	165565.0
GmC02082_CKDL210018111-1a-AK3905-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	139.0	2465.0	229.0	220.0	224.0	27.0	27.0	31.0	0.0	0.0	0.0	12962.0	165656.0
GmC02083_CKDL210018111-1a-AK3905-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	1732.0	49208.0	5260.0	4664.0	4536.0	468.0	630.0	375.0	15.0	0.0	0.0	256579.0	3719867.0
GmC02083_CKDL210018111-1a-AK3905-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	1692.0	50235.0	5327.0	4715.0	4453.0	549.0	647.0	391.0	7.0	0.0	0.0	257877.0	3717441.0
GmC02086_CKDL210018111-1a-AK7759-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	5343.0	67400.0	7538.0	6383.0	11533.0	1373.0	752.0	853.0	11.0	0.0	0.0	501764.0	5462937.0
GmC02086_CKDL210018111-1a-AK7759-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	5277.0	67738.0	7626.0	6801.0	12354.0	1564.0	821.0	820.0	6.0	0.0	0.0	504189.0	5458691.0
GmC02087_CKDL210018111-1a-AK8410-AK33_HH72GDSX2_L1_clmp_fp2_r1_screen	2859.0	80406.0	9042.0	6800.0	9676.0	1005.0	1045.0	732.0	6.0	0.0	0.0	459012.0	6033386.0
GmC02087_CKDL210018111-1a-AK8410-AK33_HH72GDSX2_L1_clmp_fp2_r2_screen	2940.0	81777.0	9224.0	7297.0	9732.0	1107.0	1018.0	779.0	11.0	0.0	0.0	465284.0	6024800.0
GmC02092_CKDL210018111-1a-AK9141-AK892_HH72GDSX2_L1_clmp_fp2_r1_screen	54.0	1137.0	140.0	93.0	182.0	13.0	15.0	12.0	0.0	0.0	0.0	7628.0	92081.0
GmC02092_CKDL210018111-1a-AK9141-AK892_HH72GDSX2_L1_clmp_fp2_r2_screen	51.0	1144.0	144.0	125.0	151.0	23.0	17.0	10.0	0.0	0.0	0.0	7762.0	91928.0
GmC02095_CKDL210018111-1a-AK7761-7UDI227_HH72GDSX2_L1_clmp_fp2_r1_screen	216.0	2903.0	313.0	286.0	278.0	26.0	23.0	32.0	0.0	0.0	0.0	16350.0	203553.0
GmC02095_CKDL210018111-1a-AK7761-7UDI227_HH72GDSX2_L1_clmp_fp2_r2_screen	201.0	2997.0	304.0	268.0	239.0	26.0	41.0	22.0	0.0	0.0	0.0	16307.0	203575.0
